Project ID,Project Status,Project Name,Street Number,Street Name,Street Type,Zip Code,Housing Tenure,Section 415 Declaration,Entitlement Approval Date,Actual/Estimated Completion Date,Planning Case Number,Property Information Map Link,Planning Entitlements,Project Units,Affordable Units,Units Subject to Section 415,On-Site Affordable Units,Off-Site Affordable Units,Off-Site Affordable Units at This Site,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Supervisor District,Neighborhood,Planning Neighborhood,Plan Area,Off-Site Principal Project ID,Off-Site Principal Project,Off-Site Project ID,Off-Site Project,Latitude,Longitude,Location
1992-003,(6) Complete,1130 Mariposa,1130,Mariposa,St,94109,Rental,On-site BMR Project,02/13/1992,03/23/1999,1991.375,http://propertymap.sfplanning.org/?search=1991.375,"1991.375C,1991.375E",23,2,23,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76431058,-122.3952642,POINT (-122.3952642 37.76431058)
2011-036,(3) Design with Entitlements Approved,Parkmerced - Subsequent Phases,3711,19th,Ave,94132,Unknown,On-site BMR Project/Fee Payment,02/10/2011,02/08/2018,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",3522,176,3522,175.9239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,Lakeshore,"Parkmerced, Western Shoreline",0,0,0,0,37.71701001,-122.4789231,POINT (-122.4789231 37.71701001)
2015-026,(3) Design with Entitlements Approved,101 Hyde,101,Hyde,St,94102,Rental,On-site BMR Project,06/11/2015,06/09/2022,2012.0086,http://propertymap.sfplanning.org/?search=2012.0086,"2012.0086E,2012.0086U,2012.0086V,2012.0086X",85,10,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,Downtown,0,0,0,0,37.78180374,-122.4158965,POINT (-122.4158965 37.78180374)
1999-002,(6) Complete,Yerba Buena Lofts,855,Folsom,St,94107,Ownership,On-site BMR Project,01/21/1999,01/28/2002,1996.671,http://propertymap.sfplanning.org/?search=1996.671,"1996.671C,1996.671E,1996.671K,1996.671Q,1996.671S,1996.671V",200,20,200,20,0,0,0,4,7,9,0,0,0,0,0,0,0,0,20,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.7807673,-122.4021418,POINT (-122.4021418 37.7807673)
2003-021,(6) Complete,2525 California,2525,California,St,94115,Unknown,Fee Payment,09/04/2003,03/21/2007,2002.1021,http://propertymap.sfplanning.org/?search=2002.1021,"2002.1021C,2002.1021E,2002.1021Q",16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Western Addition,Pacific Heights,,0,0,0,0,37.78831997,-122.4360108,POINT (-122.4360108 37.78831997)
2014-035,(6) Complete,233 Shipley,233-237,Shipley,St,94107,Unknown,Fee Payment,12/17/2014,04/26/2017,2013.0318,http://propertymap.sfplanning.org/?search=2013.0318,"2013.0318E,2013.0318E_3,2013.0318PPA,2013.0318U,2014-003137SHD",21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.7791075,-122.4034794,POINT (-122.4034794 37.7791075)
2013-049,(6) Complete,1601 Larkin,1601,Larkin,St,94109,Unknown,Fee Payment,10/03/2013,12/20/2017,2013.0890,http://propertymap.sfplanning.org/?search=2013.0890,"2013.0890C,2013.0890V",27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,Russian Hill,,0,0,0,0,37.79277873,-122.4197635,POINT (-122.4197635 37.79277873)
2010-006,(6) Complete,2652 Harrison,2652,Harrison,St,94110,Ownership,Fee Payment,12/06/2010,01/14/2014,2006.0054,http://propertymap.sfplanning.org/?search=2006.0054,"12-138,2006.0054C,2006.0054E,2006.0054E_3,2006.0054Q",20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.75510731,-122.4124765,POINT (-122.4124765 37.75510731)
2017-016,(3) Design with Entitlements Approved,349 8th St,349,8th,St,94103,Ownership,On-site BMR Project,05/18/2017,05/16/2024,2015-004085PRJ,http://propertymap.sfplanning.org/?search=2015-004085PRJ,"2015-004085ENV,2015-004085ENX,2015-004085PPA,2015-004085TDM",38,6,38,6,0,0,0,1,3,2,0,0,0,0,0,0,0,6,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.77468323,-122.4091892,POINT (-122.4091892 37.77468323)
2016-021,(4) Site Work Permit Issued,1066 Market,1066,Market,St,94102,Unknown,Land Dedication,06/16/2016,11/28/2020,2013.1753,http://propertymap.sfplanning.org/?search=2013.1753,"2013.1753C,2013.1753E,2013.1753PCA,2013.1753U,2013.1753V,2013.1753X",304,85,304,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,Downtown,0,0,0,0,37.78179901,-122.4117416,POINT (-122.4117416 37.78179901)
2016-083,(3) Design with Entitlements Approved,98 Pennsylvania,98,Pennsylvania Avenue,Ave,94107,Rental,On-site BMR Project,09/22/2016,09/21/2023,2013.0517,http://propertymap.sfplanning.org/?search=2013.0517,"2013.0517E,2013.0517PPA,2013.0517U,2013.0517X",48,7,48,7,0,0,0,1,4,2,0,0,0,0,0,0,0,7,0,0,0,10,Potrero Hill,Mission Bay,Showplace Square/Potrero Hill (EN),0,0,0,0,37.7655618,-122.394221,POINT (-122.394221 37.7655618)
2003-026,(6) Complete,888 Paris,965-985,Geneva,Ave,94112,Rental,On-site BMR Project,12/09/2003,03/23/2005,2001.1126,http://propertymap.sfplanning.org/?search=2001.1126,"2001.1126C,2001.1126E,2001.1126E_2,2001.1126V",67,8,67,8,0,0,0,0,1,7,0,0,0,0,0,4,0,0,4,0,0,11,Excelsior,Excelsior,,0,0,0,0,37.71607145,-122.4395341,POINT (-122.4395341 37.71607145)
2015-036,(3) Design with Entitlements Approved,"925 Mission - ""N-1 Site""",110,5th,St,94103,Ownership,Fee Payment,09/17/2015,09/15/2022,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, Downtown, East SoMa (EN), South of Market",0,0,0,0,37.78173087,-122.4063091,POINT (-122.4063091 37.78173087)
2005-029,(6) Complete,900 Minnesota,900,Minnesota,St,94107,Ownership,Fee Payment,12/15/2005,02/25/2010,2004.0027,http://propertymap.sfplanning.org/?search=2004.0027,"2004.0027A,2004.0027C,2004.0027E,2004.0027K",142,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.75967169,-122.390863,POINT (-122.390863 37.75967169)
2010-011,(6) Complete,Mosso,260,05th,St,94103,Rental,On-site BMR Project,05/20/2010,02/27/2015,2007.0690,http://propertymap.sfplanning.org/?search=2007.0690,"2007.0690C,2007.0690E,2007.0690E_3,2007.0690E_5,2007.0690E_6,2007.0690E_8,2007.0690K,2007.0690Q,2007.0690S,2007.0690V,2007.0690X",182,27,182,27,0,0,0,3,12,12,0,0,0,0,27,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.78054891,-122.4044979,POINT (-122.4044979 37.78054891)
2003-014,(6) Complete,Lofts@One Powell (10 Cyril Magnin),1,Powell,St,94102,Rental,On-site BMR Project,06/26/2003,10/01/2006,2003.0586,http://propertymap.sfplanning.org/?search=2003.0586,"2003.0586V,2003.0586X",40,4,40,4,0,0,0,1,2,1,0,0,0,0,0,4,0,0,0,0,0,3,Downtown/Civic Center,Tenderloin,Downtown,0,0,0,0,37.78469338,-122.4081325,POINT (-122.4081325 37.78469338)
2002-003,(6) Complete,1234 Howard,1234,Howard,St,94103,Ownership,On-site BMR Project,01/01/2002,10/04/2007,2004.1105,http://propertymap.sfplanning.org/?search=2004.1105,"2004.1105A,2004.1105V",18,2,18,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.77599518,-122.4125067,POINT (-122.4125067 37.77599518)
2011-030,(6) Complete,Marlow,1800,Van Ness,Ave,94109,Ownership,On-site BMR Project,10/20/2011,11/12/2014,2011.0094,http://propertymap.sfplanning.org/?search=2011.0094,"2011.0094C,2011.0094Q,2011.0094S",98,15,98,15,0,0,0,0,9,6,0,0,0,0,0,0,0,0,15,0,0,3,Nob Hill,Russian Hill,Van Ness Corridor,0,0,0,0,37.79256991,-122.4222498,POINT (-122.4222498 37.79256991)
2012-015,(6) Complete,5800 Third  - Building 3,5830,03rd,St,94124,Rental,On-site BMR Project,10/25/2012,11/15/2016,2012.0045,http://propertymap.sfplanning.org/?search=2012.0045,"2012.0045C,2012.0045E,2012.0045E_3,2012.0045K,2012.0045PPA,2012.0045R,2012.0045U,2012.0045U_3",136,20,136,20,0,0,0,0,10,10,0,0,0,0,20,0,0,0,0,0,0,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,0,0,0,0,37.72557789,-122.3956239,POINT (-122.3956239 37.72557789)
2005-030,(6) Complete,Mosaica 601,601,Alabama,St,94110,Ownership,On-site BMR Project,04/07/2005,04/24/2009,2006.0930,http://propertymap.sfplanning.org/?search=2006.0930,2006.0930Q,34,21,34,21,0,0,0,0,0,5,16,0,0,0,0,0,0,6,0,7,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76103379,-122.411506,POINT (-122.411506 37.76103379)
2009-007,(6) Complete,Olume,1415,Mission,St,94103,Rental,On-site BMR Project,11/12/2009,05/27/2016,2005.0540,http://propertymap.sfplanning.org/?search=2005.0540,"2005.0540C,2005.0540E,2005.0540E_3,2005.0540K,2005.0540T,2005.0540V,2005.0540X,2005.0540Z",121,18,121,18,0,0,0,3,8,7,0,0,0,0,18,0,0,0,0,0,0,6,South of Market,South of Market,"Downtown, Market and Octavia",0,0,0,0,37.77490763,-122.4159198,POINT (-122.4159198 37.77490763)
2004-002,(6) Complete,Mission Valencia (FNA Valencia Triangle),3184,Mission,St,94110,Ownership,On-site BMR Project,04/01/2004,05/30/2006,2002.1198,http://propertymap.sfplanning.org/?search=2002.1198,"06-168,2002.1198C,2002.1198E,2002.1198V",20,2,20,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,9,Bernal Heights,Bernal Heights,,0,0,0,0,37.74616974,-122.4198278,POINT (-122.4198278 37.74616974)
2015-046,(6) Complete,Stage 1075,1075,Market,St,94103,Ownership,On-site BMR Project,10/22/2015,02/23/2018,2013.1690,http://propertymap.sfplanning.org/?search=2013.1690,"2013.1690CND,2013.1690CUA,2013.1690E,2013.1690PPA,2013.1690U,2013.1690X",90,11,90,11,0,0,0,4,6,1,0,0,0,0,0,0,0,11,0,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.78064422,-122.4116152,POINT (-122.4116152 37.78064422)
2005-003,(6) Complete,1461 Pine,1461,Pine,St,94109,Rental,Fee Payment,01/01/2005,03/14/2013,2003.1234,http://propertymap.sfplanning.org/?search=2003.1234,"2003.1234E,2003.1234K,2003.1234K_3,2003.1234Q,2003.1234S,2003.1234V",35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,Nob Hill,,0,0,0,0,37.78946091,-122.4197273,POINT (-122.4197273 37.78946091)
2017-029,(3) Design with Entitlements Approved,2444 Lombard St,2444,Lombard,St,94123,Ownership,On-site BMR Project,10/19/2017,10/17/2024,2014.1183,http://propertymap.sfplanning.org/?search=2014.1183,"2014.1183CUA,2014.1183ENV,2014.1183PPA,2014.1183TDM,2014.1183U",41,6,41,6,0,0,0,0,2,4,0,0,0,0,0,0,0,6,0,0,0,2,Marina,Marina,,0,0,0,0,37.79941357,-122.4420524,POINT (-122.4420524 37.79941357)
2012-024,(6) Complete,1875 Mission,1875,Mission,St,94110,Ownership,On-site BMR Project,05/09/2012,01/23/2015,2010.0787,http://propertymap.sfplanning.org/?search=2010.0787,"2010.0787E,2010.0787E_3,2010.0787Q,2010.0787V",39,6,39,6,0,0,0,2,2,2,0,0,0,0,0,0,0,0,6,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76710138,-122.4194461,POINT (-122.4194461 37.76710138)
2013-063,(5) First Construction Document Issued,1335 Folsom,1335,Folsom,St,94103,Rental,On-site BMR Project,07/14/2016,06/27/2019,2013.1281,http://propertymap.sfplanning.org/?search=2013.1281,"2013.1281CND,2013.1281DRP,2013.1281DRP-02,2013.1281E,2013.1281PPA,2013.1281U,2013.1281V,2013.1281VAR-02,2015-013054PRV",53,7,53,7,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.7732086,-122.4118855,POINT (-122.4118855 37.7732086)
2010-021,(6) Complete,411 Valencia,411,Valencia,St,94410,Ownership,On-site BMR Project,08/11/2010,05/01/2013,2009.0180,http://propertymap.sfplanning.org/?search=2009.0180,"2009.0180E,2009.0180E_3,2009.0180Q,2009.0180V",16,2,16,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76627931,-122.4217016,POINT (-122.4217016 37.76627931)
2017-024,(3) Design with Entitlements Approved,980 Folsom St,980,Folsom,St,94103,Ownership,On-site BMR Project,10/05/2017,10/03/2024,2013.0977,http://propertymap.sfplanning.org/?search=2013.0977,"2013.0977E,2013.0977ENX,2013.0977PPA,2013.0977SHD,2013.0977TDM,2013.0977U",33,4,33,4,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.77907674,-122.4053871,POINT (-122.4053871 37.77907674)
2015-003,(5) First Construction Document Issued,800 Indiana,800,Indiana,St,94107,Unknown,Fee Payment,01/08/2015,03/06/2018,2011.1374,http://propertymap.sfplanning.org/?search=2011.1374,"2011.1374CND,2011.1374E,2011.1374E_3,2011.1374E_5,2011.1374K,2011.1374U,2011.1374X",326,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.75919641,-122.391729,POINT (-122.391729 37.75919641)
2005-008,(6) Complete,Millennium Tower,301,Mission,St,94105,Ownership,Off-site BMR Project,04/21/2005,08/26/2009,2005.0198,http://propertymap.sfplanning.org/?search=2005.0198,2005.0198X,419,0,419,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Financial District,Financial District/South Beach,"Downtown, Transbay, Transit Center District",0,0,2006-027,125 Mason,37.79054311,-122.3959219,POINT (-122.3959219 37.79054311)
2014-030,(6) Complete,690 Page,690,Page,St,94117,Ownership,On-site BMR Project,11/13/2014,03/07/2017,2012.0909,http://propertymap.sfplanning.org/?search=2012.0909,"2012.0909CND,2012.0909D,2012.0909E,2012.0909S,2012.0909U",12,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,Western Addition,Hayes Valley,,0,0,0,0,37.77306436,-122.4320319,POINT (-122.4320319 37.77306436)
2011-005,(5) First Construction Document Issued,1255-1275 Columbus,1255-1275,Columbus,Ave,94133,Unknown,Fee Payment,06/08/2011,02/05/2019,2008.0723,http://propertymap.sfplanning.org/?search=2008.0723,"2008.0723E,2008.0723E_3,2008.0723E_4,2008.0723V",20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Russian Hill,Russian Hill,"Fisherman's Wharf, Northeast Waterfront",0,0,0,0,37.80560374,-122.4182387,POINT (-122.4182387 37.80560374)
1991-002,(6) Complete,18th & Arkansas,300,Arkansas,St,94107,Ownership,On-site BMR Project,04/11/1991,03/18/1996,1992.534,http://propertymap.sfplanning.org/?search=1992.534,"1992.534Q,1992.534Q_2,1992.534R",61,6,61,6,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,6,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76192952,-122.3988792,POINT (-122.3988792 37.76192952)
2013-013,(6) Complete,468 Clementina,468,Clementina,St,94103,Unknown,Fee Payment,07/26/2013,07/20/2016,2005.0424,http://propertymap.sfplanning.org/?search=2005.0424,"2005.0424E,2005.0424K,2005.0424Q,2005.0424S,2005.0424V",13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.77977322,-122.4055863,POINT (-122.4055863 37.77977322)
2011-031,(6) Complete,527-529 Stevenson,527-529,Stevenson,St,94103,Rental,On-site BMR Project,12/15/2011,08/03/2015,2010.0948,http://propertymap.sfplanning.org/?search=2010.0948,"2010.0948E,2010.0948V,2010.0948X",60,9,60,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.78099803,-122.4101681,POINT (-122.4101681 37.78099803)
2003-003,(6) Complete,1635 California,1635,California,St,94109,Ownership,Off-site BMR Project,01/16/2003,01/14/2010,2002.0915,http://propertymap.sfplanning.org/?search=2002.0915,"05-004,2002.0915C,2002.0915E",36,0,36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,Nob Hill,Van Ness Corridor,0,0,2005-002,Bayshore,37.79018335,-122.4213457,POINT (-122.4213457 37.79018335)
2006-015,(6) Complete,Venn,1844,Market,St,94102,Rental,On-site BMR Project,05/11/2006,10/31/2014,2004.0892,http://propertymap.sfplanning.org/?search=2004.0892,"2004.0892C,2004.0892E,2004.0892K,2004.0892Q",113,14,113,14,0,0,0,0,8,6,0,0,0,0,14,0,0,0,0,0,0,8,Western Addition,Hayes Valley,Market and Octavia,0,0,0,0,37.77155301,-122.4244252,POINT (-122.4244252 37.77155301)
1998-005,(6) Complete,Las Casitas,88,Hoff,St,94110,Ownership,On-site BMR Project,08/06/1998,08/04/2005,1998.039,http://propertymap.sfplanning.org/?search=1998.039,"1998.039C,1998.039E,1998.039K",60,6,60,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76369718,-122.4208275,POINT (-122.4208275 37.76369718)
2006-008,(6) Complete,3520 20th,3520,20th,St,94110,Ownership,Fee Payment,01/01/2006,05/08/2008,2004.0938,http://propertymap.sfplanning.org/?search=2004.0938,"2004.0938E,2004.0938K,2004.0938Q",14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.75883658,-122.4196649,POINT (-122.4196649 37.75883658)
2016-114,(4) Site Work Permit Issued,950 Market,950,Market,St,94102,Unknown,Land Dedication,11/17/2016,12/13/2020,2013.1049,http://propertymap.sfplanning.org/?search=2013.1049,"2013.1049C,2013.1049E,2013.1049K,2013.1049MCM,2013.1049PCA,2013.1049U,2013.1049V,2013.1049X",242,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,Downtown,0,0,0,0,37.78308097,-122.4099686,POINT (-122.4099686 37.78308097)
2016-013,(3) Design with Entitlements Approved,1567 California,1567,California,St,94109,Ownership,On-site BMR Project/Fee Payment,02/25/2016,02/23/2023,2014.0284,http://propertymap.sfplanning.org/?search=2014.0284,"2014.0284CUA,2014.0284E,2014.0284U,2014.0284VAR,2015-004221ENF",63,8,63,8,0,0,0,1,4,2,1,0,0,0,0,0,0,8,0,0,0,3,Nob Hill,Nob Hill,,0,0,0,0,37.79031907,-122.4202769,POINT (-122.4202769 37.79031907)
2004-018,(6) Complete,1748 Haight,1726,Haight,St,94117,Unknown,Fee Payment,10/28/2004,12/08/2004,2004.0797,http://propertymap.sfplanning.org/?search=2004.0797,2004.0797C,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Haight Ashbury,Haight Ashbury,,0,0,0,0,37.76976133,-122.4509298,POINT (-122.4509298 37.76976133)
2016-051,(5) First Construction Document Issued,915 Minna,915,Minna,St,94103,Rental,On-site BMR Project,05/12/2016,05/14/2020,2015-002600PRJ,http://propertymap.sfplanning.org/?search=2015-002600PRJ,"2015-002600ENV,2015-002600ENX,2015-002600PPA,2015-002600SHD",46,6,46,6,0,0,0,3,1,2,0,0,0,0,6,0,0,0,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.77423339,-122.4158058,POINT (-122.4158058 37.77423339)
2008-030,(6) Complete,299 Valencia,299,Valencia,St,94110,Ownership,On-site BMR Project,11/06/2008,06/15/2012,2006.0432,http://propertymap.sfplanning.org/?search=2006.0432,"2006.0432C,2006.0432C_3,2006.0432E,2006.0432E_3,2006.0432K,2006.0432Q,2006.0432V",36,4,36,4,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,9,Mission,Mission,Market and Octavia,0,0,0,0,37.76834093,-122.4217429,POINT (-122.4217429 37.76834093)
2005-017,(6) Complete,1840 Washington,1840,Washington,St,94109,Ownership,Fee Payment,07/14/2005,02/27/2012,2004.0220,http://propertymap.sfplanning.org/?search=2004.0220,"2004.0220C,2004.0220E,2004.0220K",26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,Pacific Heights,Van Ness Corridor,0,0,0,0,37.79321239,-122.4237457,POINT (-122.4237457 37.79321239)
2000-002,(6) Complete,6900 Geary,6900,Geary,Blvd,94109,Rental,On-site BMR Project,01/27/2000,03/18/2004,1998.863,http://propertymap.sfplanning.org/?search=1998.863,"1998.863C,1998.863E",17,2,17,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,Outer Richmond,Outer Richmond,,0,0,0,0,37.77998772,-122.4936806,POINT (-122.4936806 37.77998772)
2001-010,(6) Complete,2200 Mission,2200,Mission,St,94110,Ownership,On-site BMR Project,10/18/2001,04/12/2007,2000.692,http://propertymap.sfplanning.org/?search=2000.692,"2000.692C,2000.692D,2000.692E,2000.692K,2000.692V",23,3,23,3,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.7616064,-122.4197608,POINT (-122.4197608 37.7616064)
2014-025,(3) Design with Entitlements Approved,Schlage Project,0,Schlage Project,0,94134,Unknown,On-site BMR Project/Fee Payment,09/02/2014,08/31/2021,2006.1308,http://propertymap.sfplanning.org/?search=2006.1308,"2006.1308E,2006.1308E_3,2006.1308E_5,2006.1308M,2006.1308R,2006.1308R_3,2006.1308T,2006.1308U,2006.1308U_3,2006.1308U_5,2006.1308U_7,2006.1308W,2006.1308Z",1679,168,1679,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Visitacion Valley,Bayview Hunters Point,Schlage Lock,0,0,0,0,37.71031638,-122.4035186,POINT (-122.4035186 37.71031638)
1995-005,(6) Complete,Hayes  Gardens,342,Hayes,St,94102,Ownership,On-site BMR Project,05/12/1995,01/21/1997,1989.502,http://propertymap.sfplanning.org/?search=1989.502,"1989.502E,1989.502K,1989.502V",14,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,Downtown/Civic Center,Hayes Valley,Market and Octavia,0,0,0,0,37.77724717,-122.4221855,POINT (-122.4221855 37.77724717)
2014-009,(6) Complete,Duboce,2198,Market,St,94114,Rental,On-site BMR Project,04/24/2014,08/17/2017,2012.1362,http://propertymap.sfplanning.org/?search=2012.1362,"2012.1362C,2012.1362E,2012.1362E_3,2012.1362S,2012.1362U,2012.1362V",87,10,87,10,0,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,8,Castro/Upper Market,Castro/Upper Market,Market and Octavia,0,0,0,0,37.76652671,-122.4307685,POINT (-122.4307685 37.76652671)
2005-022,(6) Complete,Wilson Building,973,Market,St,94102,Rental,On-site BMR Project,09/15/2005,03/01/2014,2004.0920,http://propertymap.sfplanning.org/?search=2004.0920,"2004.0920E,2004.0920V,2004.0920X",67,7,67,7,0,0,0,5,2,0,0,0,0,0,7,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, Downtown",0,0,0,0,37.78242407,-122.4093502,POINT (-122.4093502 37.78242407)
2003-018,(6) Complete,The Potrero,450,Rhode Island,St,94107,Ownership,On-site BMR Project,08/21/2003,10/29/2007,1999.410,http://propertymap.sfplanning.org/?search=1999.410,"1999.410C,1999.410E,1999.410E_3,1999.410K,1999.410K_3",165,20,165,20,0,0,0,3,10,7,0,0,0,0,0,0,0,0,20,0,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76411302,-122.4029865,POINT (-122.4029865 37.76411302)
2015-043,(5) First Construction Document Issued,1532 Harrison,1532,Harrison,St,94103,Rental,On-site BMR Project,10/08/2015,01/30/2020,2013.1390,http://propertymap.sfplanning.org/?search=2013.1390,"2013.1390CUA,2013.1390CUA_2,2013.1390E,2013.1390IKA,2013.1390PPA,2013.1390U",136,22,136,22,0,0,0,10,3,9,0,0,0,0,0,0,0,22,0,0,0,6,South of Market,Mission,"South of Market, Western SoMa (EN)",0,0,0,0,37.7704839,-122.4133163,POINT (-122.4133163 37.7704839)
2013-008,(5) First Construction Document Issued,706 Mission,706,Mission,St,94103,Unknown,Fee Payment,05/23/2013,08/11/2019,2008.1084,http://propertymap.sfplanning.org/?search=2008.1084,"13-070,2008.1084E,2008.1084E_3,2008.1084E_5,2008.1084E_7,2008.1084E_9,2008.1084H,2008.1084H_3,2008.1084K,2008.1084K_3,2008.1084MCM,2008.1084Q,2008.1084R,2008.1084S,2008.1084T,2008.1084U,2008.1084X,2008.1084X_3,2008.1084X_5,2008.1084Z",185,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Financial District,Financial District/South Beach,"Central SoMa, Downtown, Yerba Buena",0,0,0,0,37.78596223,-122.4032144,POINT (-122.4032144 37.78596223)
2015-010,(3) Design with Entitlements Approved,19-25 Mason  & 2-16 Turk,19-25,Mason,St,94102,Unknown,Fee Payment,04/16/2015,04/14/2022,2012.0678,http://propertymap.sfplanning.org/?search=2012.0678,"2012.0678C,2012.0678E,2012.0678K,2012.0678PPA,2012.0678U,2012.0678V,2012.0678X",155,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,Downtown,0,0,0,0,37.78368736,-122.4095747,POINT (-122.4095747 37.78368736)
